,4k,PRODUCT NAME,PRODUCT PRICE,PRODUCT RATING,URL,alexa,brand,hd,screen_size
41,0.0,kevin 60 cm (24 inches) hd ready smart led tv kn24pro (black) (2021 model) | with inbuilt soundbar,10299, ,https://m.media-amazon.com/images/I/81KntMwtZzL._AC_UY218_.jpg,0,kevin,1.0,24
42,1.0,hisense 177 cm (70 inches) 4k ultra hd smart certified android led tv 70a71f (black) (2021 model) | with dolby vision and atmos,94999,4.2,https://m.media-amazon.com/images/I/61fgCxYSR0S._AC_UY218_.jpg,0,hisense,0.0,70
43,1.0,philips 139 cm (55 inches) 4k uhd led android smart tv 55put8215/94 (black) (2021 model) | with voice assistant,52990,4.2,https://m.media-amazon.com/images/I/81v5x50PVTL._AC_UY218_.jpg,0,philips,0.0,55
44,1.0,samsung 108 cm (43 inches) crystal 4k pro series ultra hd smart led tv ua43aue70aklxl (black) (2021 model),40990, ,https://m.media-amazon.com/images/I/61GwJAhftvS._AC_UY218_.jpg,0,samsung,0.0,43
45,1.0,samsung 163 cm (65 inches) the frame series 4k ultra hd smart qled tv qa65ls03aaklxl (black) (2021 model),129990, ,https://m.media-amazon.com/images/I/71YDVrHosvS._AC_UY218_.jpg,0,samsung,0.0,65
46,0.0,vw 100 cm (40 inches) hd ready smart led tv vw40ca (black) (2021 model),15499, ,https://m.media-amazon.com/images/I/81epE6a2PyL._AC_UY218_.jpg,0,vw,1.0,40
47,0.0,eairtec 102 cm (40 inches) hd ready led tv 40dj (black) (2020 model),14500,4.0,https://m.media-amazon.com/images/I/81P3rFYr9LL._AC_UY218_.jpg,0,eairtec,1.0,40
48,0.0,akai 80 cm (32 inches) hd ready smart led tv aklt32s-d329w (black) (2021 model),15990, ,https://m.media-amazon.com/images/I/713K6AdnpZL._AC_UY218_.jpg,0,akai,1.0,32
49,0.0,onida 80 cm (32 inches) hd ready smart led fire tv 32hif1 (black) (2021 model) | voice remote with alexa,18999, ,https://m.media-amazon.com/images/I/81eo9NYVifL._AC_UY218_.jpg,1,onida,1.0,32
50,0.0,kevin 60 cm (24 inches) hd ready led tv kn24832 (black) | with inbuilt soundbar (2021 model),9199,4.2,https://m.media-amazon.com/images/I/81VBeEz7TBL._AC_UY218_.jpg,0,kevin,1.0,24
51,1.0,lg 139.7 cm (55 inches) 4k ultra hd smart led tv 55up7500ptz (rocky black) (2021 model),54990,4.2,https://m.media-amazon.com/images/I/81I1sw-FBgL._AC_UY218_.jpg,0,lg,0.0,55
52,0.0,amazonbasics 80cm (32 inch) hd ready smart led fire tv ab32e10ss (black) (2020 model),16999,4.1,https://m.media-amazon.com/images/I/71m0Nn4vqOL._AC_UY218_.jpg,0,amazonbasics,1.0,32
53,0.0,eairtec 102 cm (40 inches) hd ready smart led tv 40djsm (black) (2021 model),15350,3.8,https://m.media-amazon.com/images/I/61yi0A6DYSS._AC_UY218_.jpg,0,eairtec,1.0,40
54,1.0,hisense 139 cm (55 inches) 4k ultra hd smart certified android led tv 55a73f (black) (2020 model) | with jbl 6 speaker system,48990, ,https://m.media-amazon.com/images/I/61PjcI+TxTS._AC_UY218_.jpg,0,hisense,0.0,55
55,0.0,dyanora 106 cm (42 inches) full hd led tv dy-ld42f3s (black) (2021 model),21999, ,https://m.media-amazon.com/images/I/71Hsz4AfLKL._AC_UY218_.jpg,0,dyanora,1.0,42
56,0.0,eairtec 60 cm (24 inches) hd ready smart android led tv 24djsmart (black) (2021 model),9500, ,https://m.media-amazon.com/images/I/61V-qu711vL._AC_UY218_.jpg,0,eairtec,1.0,24
57,0.0,vw 80 cm (32 inches) hd ready led smart tv vw32pro (black) (2021 model),13499, ,https://m.media-amazon.com/images/I/81P1pYfcJPL._AC_UY218_.jpg,0,vw,1.0,32
58,0.0,kodak 60 cm (24 inch) hd ready led tv  24hdx100s (black),9499,3.9,https://m.media-amazon.com/images/I/71m5ZSLGZfL._AC_UY218_.jpg,0,kodak,1.0,24
59,0.0,akai 98 cm (40 inches) full hd smart led tv aklt40s-d409w (black) (2021 model),22500, ,https://m.media-amazon.com/images/I/71FcGnVkB3L._AC_UY218_.jpg,0,akai,1.0,40
60,0.0,croma 80 cm (32 inches) hd ready led tv crel7369 (black) (2021 model),12990, ,https://m.media-amazon.com/images/I/71MjjIugSbL._AC_UY218_.jpg,0,croma,1.0,32
61,1.0,amazonbasics 108cm (43 inch) 4k ultra hd smart led fire tv ab43u20ps (black),29999,4.1,https://m.media-amazon.com/images/I/71AqQyCMmeL._AC_UY218_.jpg,0,amazonbasics,0.0,43
62,0.0,kevin 100 cm (40 inches) hd ready led smart tv kn40sca (black) (2021 model),17999,4.2,https://m.media-amazon.com/images/I/81W3M6Mqp2L._AC_UY218_.jpg,0,kevin,1.0,40
63,0.0,sony bravia 80 cm (32 inches) hd ready smart led tv 32w6103 (black) (2021 model),26490, ,https://m.media-amazon.com/images/I/915X01--m2S._AC_UY218_.jpg,0,sony,1.0,32
64,0.0,tcl 107.86 cm (43 inches) full hd led certified android smart tv p30 43p30fs (black),23999,4.0,https://m.media-amazon.com/images/I/81SQ3nSk7rL._AC_UY218_.jpg,0,tcl,1.0,43
65,1.0,samsung 138 cm (55 inches) the frame series 4k ultra hd smart qled tv qa55ls03aaklxl (black) (2021 model),93990, ,https://m.media-amazon.com/images/I/71YDVrHosvS._AC_UY218_.jpg,0,samsung,0.0,55
66,1.0,tcl 139 cm (55 inches) ai 4k ultra hd certified android smart led tv 55p715 (silver) (2020 model) | with remote less voice control,41999, ,https://m.media-amazon.com/images/I/81JMkz+KNoL._AC_UY218_.jpg,0,tcl,0.0,55
67,0.0,akai 60 cms (24 inches) hd ready led tv aklt24n-d53w (black),10999, ,https://m.media-amazon.com/images/I/81I3-t-lKQL._AC_UY218_.jpg,0,akai,1.0,24
68,0.0,tcl 79.9 cm (32 inches) hd ready certified android smart led tv 32s65a (black) (2020 model),16499,4.2,https://m.media-amazon.com/images/I/71OoBhxWsnS._AC_UY218_.jpg,0,tcl,1.0,32
69,0.0,toshiba 108 cm (43 inches) vidaa os series full hd smart ads led tv 43l5050 (black) (2020 model),24990, ,https://m.media-amazon.com/images/I/613ANDbJO-S._AC_UY218_.jpg,0,toshiba,1.0,43
70,1.0,samsung 108 cm (43 inches) crystal 4k pro series ultra hd smart led tv ua43aue70aklxl (black) (2021 model),40990, ,https://m.media-amazon.com/images/I/61GwJAhftvS._AC_UY218_.jpg,0,samsung,0.0,43
71,1.0,hisense 108 cm (43 inches) 4k ultra hd smart certified android led tv 43a6ge (black) (2021 model) | with dolby vision and atmos,31990, ,https://m.media-amazon.com/images/I/71ao31dcPoL._AC_UY218_.jpg,0,hisense,0.0,43
72,1.0,samsung 108 cm (43 inches) crystal 4k series ultra hd smart led tv ua43aue60aklxl (black) (2021 model),38990, ,https://m.media-amazon.com/images/I/61GwJAhftvS._AC_UY218_.jpg,0,samsung,0.0,43
73,0.0,kevin 80 cm (32 inches) hd ready smart led tv kn32a (black) (2021 model) | with alexa built-in,13999,4.1,https://m.media-amazon.com/images/I/71UuZdVYUnL._AC_UY218_.jpg,1,kevin,1.0,32
74,0.0,tcl 80 cm (32 inches) hd ready certified android smart led tv 32s6500s (black) (2020 model),18999,4.2,https://m.media-amazon.com/images/I/71Ou3LG40jL._AC_UY218_.jpg,0,tcl,1.0,32
75,0.0,mi 108 cm (43 inches) horizon edition full hd android led tv 4a|l43m6-ei (black),27999, ,https://m.media-amazon.com/images/I/71Cf27AHBEL._AC_UY218_.jpg,0,mi,1.0,43
76,0.0,akai 60 cms (24 inches) hd ready led tv aklt24n-d53w (black),10999, ,https://m.media-amazon.com/images/I/81I3-t-lKQL._AC_UY218_.jpg,0,akai,1.0,24
77,1.0,samsung 138 cm (55 inches) crystal 4k pro series ultra hd smart led tv ua55aue70aklxl (black) (2021 model),57990, ,https://m.media-amazon.com/images/I/61GwJAhftvS._AC_UY218_.jpg,0,samsung,0.0,55
78,0.0,mi 108 cm (43 inches) horizon edition full hd android led tv 4a|l43m6-ei (black),27999, ,https://m.media-amazon.com/images/I/71Cf27AHBEL._AC_UY218_.jpg,0,mi,1.0,43
79,1.0,tcl 126 cm (50 inches) ai 4k ultra hd certified android smart led tv 50p715 (silver) (2020 model) | with remote less voice control,34944,4.1,https://m.media-amazon.com/images/I/81JMkz+KNoL._AC_UY218_.jpg,0,tcl,0.0,50
80,1.0,vu 164cm (65inches) cinema tv action series 4k ultra hd led smart android tv 65lx (black) (2021 model) i with 100 watt front soundbar,68449, ,https://m.media-amazon.com/images/I/61g2N0Z0SSL._AC_UY218_.jpg,0,vu,0.0,65
81,1.0,samsung 125 cm (50 inches) crystal 4k pro series ultra hd smart led tv ua50aue70aklxl (black) (2021 model),54990, ,https://m.media-amazon.com/images/I/61GwJAhftvS._AC_UY218_.jpg,0,samsung,0.0,50
82,0.0,shinco 80 cm (32 inches) hd ready led tv so3a (black) (2020 model),12990,4.1,https://m.media-amazon.com/images/I/712GhOeDGKS._AC_UY218_.jpg,0,shinco,1.0,32
83,0.0,sony bravia 108 cm (43 inches) full hd smart led tv kdl-43w6603 (black) (2020 model),44900, ,https://m.media-amazon.com/images/I/81lpllAGcBL._AC_UY218_.jpg,0,sony,1.0,43
84,1.0,lg 127 cm (50 inches) 4k ultra hd smart led tv 50up7500ptz (rocky black) (2021 model),50990,4.2,https://m.media-amazon.com/images/I/81U+uLusacL._AC_UY218_.jpg,0,lg,0.0,50
85,1.0,samsung 125 cm (50 inches) crystal 4k pro series ultra hd smart led tv ua50aue70aklxl (black) (2021 model),54990, ,https://m.media-amazon.com/images/I/61GwJAhftvS._AC_UY218_.jpg,0,samsung,0.0,50
86,0.0,mi 108 cm (43 inches) full hd android smart led tv 4a pro|l43m5-an (black),26999, ,https://m.media-amazon.com/images/I/71deZZ0oDMS._AC_UY218_.jpg,0,mi,1.0,43
87,1.0,sanyo 126 cm (50 inches) kaizen series 4k ultra hd certified android led tv xt-50uhd4s (black) (2020 model),37999, ,https://m.media-amazon.com/images/I/81pV-GXX-bL._AC_UY218_.jpg,0,sanyo,0.0,50
88,1.0,mi 108 cm (43 inches) 4k ultra hd android smart led tv 4x|l43m4-4ain (black),29999, ,https://m.media-amazon.com/images/I/612oGaxp3DS._AC_UY218_.jpg,0,mi,0.0,43
89,1.0,iffalcon 139 cm (55 inches) 4k ultra hd smart certified android led tv 55k71 (sliver) (2021 model)| with voice control,36990, ,https://m.media-amazon.com/images/I/71CR8r2rrWL._AC_UY218_.jpg,0,iffalcon,0.0,55
90,0.0,onida 108 cm (43 inches) full hd smart led fire tv 43fif1 (black) (2021 model) | voice remote with alexa,27999, ,https://m.media-amazon.com/images/I/81hQC8nkWgL._AC_UY218_.jpg,1,onida,1.0,43
91,1.0,sony bravia 108 cm (43 inches) 4k ultra hd smart android led tv kd-43x74 (black) (2021 model) | with alexa compatibility,57990, ,https://m.media-amazon.com/images/I/81zeKI1IG9L._AC_UY218_.jpg,1,sony,0.0,43
92,0.0,dylect 80 cm (32 inches) hd ready led tv 32ips30h (black) (2020 model),10990,4.0,https://m.media-amazon.com/images/I/91B8Cy75z5S._AC_UY218_.jpg,0,dylect,1.0,32
93,1.0,samsung 125 cm (50 inches) crystal 4k series ultra hd smart led tv ua50aue60aklxl (black) (2021 model),51990, ,https://m.media-amazon.com/images/I/61GwJAhftvS._AC_UY218_.jpg,0,samsung,0.0,50
94,0.0,skywall 107.86 cm (43 inches) full hd led smart tv 43sw-vs (black) (2021 model) | with voice assistant,21499, ,https://m.media-amazon.com/images/I/91Ud9ep9FiL._AC_UY218_.jpg,0,skywall,1.0,43
95,1.0,kodak 139 cm (55 inches) 4k ultra hd certified android led tv 55uhdx7xpro (black) (2020 model),34999, ,https://m.media-amazon.com/images/I/81bek-kCqvL._AC_UY218_.jpg,0,kodak,0.0,55
96,1.0,samsung 138 cm (55 inches) crystal 4k series ultra hd smart led tv ua55aue60aklxl (black) (2021 model),55990, ,https://m.media-amazon.com/images/I/61GwJAhftvS._AC_UY218_.jpg,0,samsung,0.0,55
97,1.0,samsung 138 cm (55 inches) crystal 4k series ultra hd smart led tv ua55aue60aklxl (black) (2021 model),55990, ,https://m.media-amazon.com/images/I/61GwJAhftvS._AC_UY218_.jpg,0,samsung,0.0,55
98,0.0,dyanora dy-ld40h3s 100 cm (40 inches) hd ready smart led tv (2021 model),18999, ,https://m.media-amazon.com/images/I/61yKjqzqo0L._AC_UY218_.jpg,0,dyanora,1.0,40
99,1.0,oneplus 138.7 cm (55 inches) u series 4k led smart android tv 55u1s (black) (2021 model),52999,4.2,https://m.media-amazon.com/images/I/61eTK1VEP0S._AC_UY218_.jpg,0,oneplus,0.0,55
100,1.0,mi 125.7 cm (50 inches) 4k ultra hd android smart led tv 4x|l50m5-5ain (black),38999, ,https://m.media-amazon.com/images/I/61V7cDH8AAS._AC_UY218_.jpg,0,mi,0.0,50
101,1.0,amazonbasics 139cm (55 inch) 4k ultra hd smart led fire tv ab55u20ps (black),44999,4.1,https://m.media-amazon.com/images/I/71AqQyCMmeL._AC_UY218_.jpg,0,amazonbasics,0.0,55
102,0.0,sony bravia 80 cm (32 inches) hd ready smart android led tv kd-32w830 (black) (2021 model) | with alexa compatibility,32990, ,https://m.media-amazon.com/images/I/816YgJWsveS._AC_UY218_.jpg,1,sony,1.0,32
103,1.0,redmi 139 cm (55 inches) 4k ultra hd android smart led tv x55|l55m6-ra (black) (2021 model),45999, ,https://m.media-amazon.com/images/I/91-PrDtO8eL._AC_UY218_.jpg,0,redmi,0.0,55
104,1.0,mi 138.8 cm (55 inches) 4k ultra hd android smart led tv 4x|l55m5-5xin (black),44999, ,https://m.media-amazon.com/images/I/61V7cDH8AAS._AC_UY218_.jpg,0,mi,0.0,55
105,0.0,kevin 80 cm (32 inches) hd ready led tv k56u912 (black) (2021 model),12399,4.2,https://m.media-amazon.com/images/I/813rALWIV1L._AC_UY218_.jpg,0,kevin,1.0,32
106,1.0,tcl 139 cm (55 inches) ai 4k ultra hd certified android smart led tv 55p715 (silver) (2020 model) | with remote less voice control,41999, ,https://m.media-amazon.com/images/I/81JMkz+KNoL._AC_UY218_.jpg,0,tcl,0.0,55
107,1.0,redmi 126 cm (50 inches) 4k ultra hd android smart led tv x50|l50m6-ra (black) (2021 model),38999, ,https://m.media-amazon.com/images/I/81sscKjSPiL._AC_UY218_.jpg,0,redmi,0.0,50
108,0.0,akai 80 cm (32 inches) hd ready smart led tv aklt32s-d329w (black) (2021 model),15990, ,https://m.media-amazon.com/images/I/713K6AdnpZL._AC_UY218_.jpg,0,akai,1.0,32
109,1.0,samsung 138 cm (55 inches) crystal 4k pro series ultra hd smart led tv ua55aue70aklxl (black) (2021 model),57990, ,https://m.media-amazon.com/images/I/61GwJAhftvS._AC_UY218_.jpg,0,samsung,0.0,55
110,0.0,adsun 80 cm (32 inches) hd ready smart led tv 32aesl1 (black) (2019 model),11799,3.8,https://m.media-amazon.com/images/I/61BPfPHWclS._AC_UY218_.jpg,0,adsun,1.0,32
111,0.0,sanyo 108 cm (43 inches) kaizen series full hd certified android led tv xt-43fhd4s (black) (2020 model),26999, ,https://m.media-amazon.com/images/I/81CU76hBEyL._AC_UY218_.jpg,0,sanyo,1.0,43
112,1.0,vu 139 cm (55 inches) 4k ultra hd smart android led tv 55ut (black) (2020 model) | with 5-hotkeys,43999, ,https://m.media-amazon.com/images/I/611376x4eIL._AC_UY218_.jpg,0,vu,0.0,55
113,1.0,sony bravia 138.8 cm (55 inches) 4k ultra hd certified android led tv 55x7500h (black) (2020 model),70990, ,https://m.media-amazon.com/images/I/91QD0vRZdVL._AC_UY218_.jpg,0,sony,0.0,55
114,1.0,toshiba 108 cm (43 inches) vidaa os series 4k ultra hd smart led tv 43u5050 (black) (2020 model) | with dolby vision and atmos,28990,4.2,https://m.media-amazon.com/images/I/51d-5pT0YsS._AC_UY218_.jpg,0,toshiba,0.0,43
115,1.0,tcl 108 cm (43 inches) 4k ultra hd certified android smart led tv 43p615 (black) (2020 model) | with dolby audio,29990, ,https://m.media-amazon.com/images/I/71nsCYdploL._AC_UY218_.jpg,0,tcl,0.0,43
116,1.0,tcl 126 cm (50 inches) 4k ultra hd certified android smart led tv 50p615 (black) (2020 model) | with dolby audio,33990, ,https://m.media-amazon.com/images/I/71nsCYdploL._AC_UY218_.jpg,0,tcl,0.0,50
117,1.0,redmi 126 cm (50 inches) 4k ultra hd android smart led tv x50|l50m6-ra (black) (2021 model),38999, ,https://m.media-amazon.com/images/I/81sscKjSPiL._AC_UY218_.jpg,0,redmi,0.0,50
118,0.0,kevin 80 cm (32 inches) hd ready led smart tv k32cv338h (black) (2021 model),13499,4.2,https://m.media-amazon.com/images/I/71X5tA21CRL._AC_UY218_.jpg,0,kevin,1.0,32
119,0.0,onida 80 cm (32 inches) hd ready smart led fire tv 32hif1 (black) (2021 model) | voice remote with alexa,18999, ,https://m.media-amazon.com/images/I/81eo9NYVifL._AC_UY218_.jpg,1,onida,1.0,32
120,1.0,mi 138.8 cm (55 inches) 4k ultra hd android smart led tv 4x|l55m5-5xin (black),44999, ,https://m.media-amazon.com/images/I/61V7cDH8AAS._AC_UY218_.jpg,0,mi,0.0,55
121,0.0,foxsky 108 cm (43 inches) full hd smart led tv 43fs-vs (black) (2021 model) | with voice assistant,21999, ,https://m.media-amazon.com/images/I/81oWdGaehFL._AC_UY218_.jpg,0,foxsky,1.0,43
122,1.0,kodak 108 cm (43 inches) 4k ultra hd certified android led tv 43uhdx7xpro (black) (2020 model),26999, ,https://m.media-amazon.com/images/I/81bek-kCqvL._AC_UY218_.jpg,0,kodak,0.0,43
123,1.0,sony bravia 164 cm (65 inches) 4k ultra hd smart led google tv kd-65x80aj (black) (2021 model) | with alexa compatibility,119990, ,https://m.media-amazon.com/images/I/81rFvuvqaNL._AC_UY218_.jpg,1,sony,0.0,65
124,1.0,oneplus 125.7 cm (50 inches) u series 4k led smart android tv 50u1s (black) (2021 model),46999,4.2,https://m.media-amazon.com/images/I/71Sdj04A8dS._AC_UY218_.jpg,0,oneplus,0.0,50
125,1.0,tcl 164 cm (65 inches) 4k ultra hd certified android smart led tv 65p615 (black) (2020 model),58900, ,https://m.media-amazon.com/images/I/71nsCYdploL._AC_UY218_.jpg,0,tcl,0.0,65
126,0.0,amazonbasics 108cm (43 inch) full hd smart led fire tv ab43e10ds (black),27999,4.1,https://m.media-amazon.com/images/I/71m0Nn4vqOL._AC_UY218_.jpg,0,amazonbasics,1.0,43
127,1.0,redmi 164 cm (65 inches) 4k ultra hd android smart led tv x65|l65m6-ra (black) (2021 model),62999, ,https://m.media-amazon.com/images/I/81+olvrT65L._AC_UY218_.jpg,0,redmi,0.0,65
128,1.0,lg 109.2 cm (43 inches) 4k ultra hd smart led tv 43up7720pty (light black) (2021 model),43999,4.2,https://m.media-amazon.com/images/I/81PkjEEviVL._AC_UY218_.jpg,0,lg,0.0,43
129,1.0,hisense 108 cm (43 inches) 4k ultra hd smart certified android led tv 43a6ge (black) (2021 model) | with dolby vision and atmos,31990, ,https://m.media-amazon.com/images/I/71ao31dcPoL._AC_UY218_.jpg,0,hisense,0.0,43
