title,description,location,features,date,price
// Monsoon special Discount _ Call now // 42'' ultra hd resolution led,Contact no. please check listing images  call me now for best offers  New imported Panel Led Tv's  All Types Size Led Tv Available  32'' Smart android frameless Rs. 11999  43'' Smart android frameless Rs. 17999  50'' Smart android frameless Rs. 26999  1 year warranty  Home Delivery Available  Same Day Delivery  Cash On Delivery available  Shipping Charge EXTRA,2021-09-23T07:35:29+0000,"₹ 11,499"
50 inches Smart Android LED TV [ Best price sale ] Latest model,"WE ARE OFFERING LOWEST PRICE OF SMART LED TV PRICE JUST AT 11,499 Only/-  15 Outlets In Delhi NCR  Thin Bezel Frame IPS 4K A+ Grade panel Smooth User Interface Easy Screencast Over WiFi Download and Updates Apps Google Android Operating system.  24 inch LED NORMAL TV  32 inch LED NORMAL TV  32 inch LED SMART TV  40 inch SMART TV  50 inch SMART TV  55 inch SMART TV  2 HDMI  2 AV  2 USB  1 VGA  SMART TV  YOUTUBE  NETFLIX  HOTSTAR  AMAZON PRIME AND MORE  => Fully sanitised Outlets and Fully sanitised Stores  => 15 Outlets In Delhi NCR",2021-09-23T07:19:27+0000,"₹ 22,999"
50 inch Android Sony panel LED TV,One year warranty two months replacement with bill  All size available 24 to 55 inch  Download Apps   Netflix.        Facebook   WhatsApp YouTube    Prime video   Other app  Visit have free live demo    High speed internet connection   USB cable       HD quality           HDMI port               Flat screen TV VGA port Full screen TV  Bank account transfer Credit debit card accepted    Quality best  7 days open        Internet connection amazing Sound quality best            Kashish Enterprise,2021-09-23T07:19:19+0000,"₹ 21,500"
50 inch Android Sony panel Led TV,All sizes available 24 to 55 inch  Amazing sound Nice picture HD quality Full screen TV/ HDMl port USB cable 4k  Flat screen TV Len port USB cable                        Updated version$                    Amazon prime                    Hotstar                      Netflix                     You tube  One year warranty two months replacement with bill    Credit debit card accepted Bank to bank transfer      Visit and have free live demo           \\  Kashish Enterprises \\,2021-09-23T07:17:15+0000,"₹ 21,500"
TVS Jupiter 2019 model run only 9000km finance available,TVS Jupiter Modal 2019 Driven only 9000km 1st owner  5 year insurance valid All part original Scratch less condition Finance facility available (only delhi address) Exchange facility available (only delhi address) Dealership name jaismeera motors  Near subhash nager metro station gate no- 3 Front of miraj cinema hall Shop no 259/subhash nager                               Note please                         Delhi i'd compulsory                                helmet free,2021-09-23T07:16:28+0000,"₹ 60,000"
Smart 42 inch Sony panel LED TV,Flat screen TV  One year warranty two months replacement with bill  Quality best 7 days open  All size available 24 to 55 inch  Updated version  Full screen TV     HD quality        USB cable  HDMI port  Bank account transfer     Credit debit card accepted  Internet connection good Sound quality best      Kashish enterprise 7 days open  Visit have free live demo High resolution video,2021-09-23T07:15:00+0000,"₹ 12,000"
32 inches Full HD Brand new LED TV // Monsoon special offer _ Buy now,Contact no. please check listing images  call me now for best offers  New imported Panel Led Tv's  All Types Size Led Tv Available  32'' Smart android frameless Rs. 11999  43'' Smart android frameless Rs. 17999  50'' Smart android frameless Rs. 26999  1 year warranty  Home Delivery Available  Same Day Delivery  Cash On Delivery available  Shipping Charge EXTRA,2021-09-23T07:01:00+0000,"₹ 8,999"
{ Monsoon limited time sale } 32'' full hd led tv with 20 watt speaker,Contact no. please check listing images  call me now for best offers  New imported Panel Led Tv's  All Types Size Led Tv Available  32'' Smart android frameless Rs. 11999  43'' Smart android frameless Rs. 17999  50'' Smart android frameless Rs. 26999  1 year warranty  Home Delivery Available  Same Day Delivery  Cash On Delivery available  Shipping Charge EXTRA,2021-09-23T07:00:06+0000,"₹ 8,999"
4k UHD LED TV { Monsoon limited time sale } 32'' best sound system,Contact no. please check listing images  call me now for best offers  New imported Panel Led Tv's  All Types Size Led Tv Available  32'' Smart android frameless Rs. 11999  43'' Smart android frameless Rs. 17999  50'' Smart android frameless Rs. 26999  1 year warranty  Home Delivery Available  Same Day Delivery  Cash On Delivery available  Shipping Charge EXTRA,2021-09-23T06:58:45+0000,"₹ 8,999"
4k UHD Brand new 32'' android LED TV { Monsoon limited time sale },Contact no. please check listing images  call me now for best offers  New imported Panel Led Tv's  All Types Size Led Tv Available  32'' Smart android frameless Rs. 11999  43'' Smart android frameless Rs. 17999  50'' Smart android frameless Rs. 26999  1 year warranty  Home Delivery Available  Same Day Delivery  Cash On Delivery available  Shipping Charge EXTRA,2021-09-23T06:57:37+0000,"₹ 9,999"
Low Rate  led  TV 40inch 32inch 24inch 50inch 55inch 1 year warranty,a 372   24&quot; inch  32&quot; inch  40&quot;inch  50&quot; inch Smart 4k 55&quot; inch smart 4k  65&quot; inch Smart 4k Also Best Rate Available  Smart Android Led Also available in best price  with 1 year full warranty with display warranty  JBL  BOOMS BOX wireless Bluetooth speaker Rs  =  3500/-,2021-09-23T06:02:43+0000,"₹ 6,499"
Television with tv stand,"This is a LG tv , it is some years old but working..",2021-09-23T06:01:24+0000,"₹ 1,000"
Colour Tv 21&quot; with troli,"Colour tv 21"" ok condition with troli",2021-09-23T05:55:46+0000,"₹ 4,500"
Android Sony panel LED TV. 42 inch,7 day open    ((      New box pack                       Kashish Enterprises                   ((              Best price   ((  one year warranty 1st two months replacement with bill     ((  all sizes available 24to 55inch          Visit and have free live demo      Bank account transfer  ((      Credit debit card accepted        High resolution video     ((              Amazing sound           HDMI port    ((      USB cable                  Flat screen TV     ((      Len port        ((   updated version               Internet connection,2021-09-23T05:52:22+0000,"₹ 12,000"
"42 Inch Smart Android Slim Design Led Tv (Youtube, Wifi)","Call for Best quality and best price  》 We Deal in Wholesale Also in all over India  # Lowest Price and Best Quality in Delhi/NCR  》 Size 24"" to 65"" Available  》 Free Table stand + Free WALLMOUNT  》 4K Quality TV  》 Android Version 9.0  》 Full HD Quality TV  》 Dolby Digital Surround Sound  》Wireless Display  》 Thin bazel Frame  》 IPS 4K A+ Grade panel  》 Smooth User Interface  》 Amazon prime,Netflix,Zee5,Youtube.  》Download and Apps updates  》 PAYMENT MODE: Cash,Card,Online Transfer, Paytm  》1 year warranty  》 Visit and have free live demo  》 Fully Sanitized Outlet",2021-09-07T04:22:23+0000,"₹ 13,499"
Premium color contrast // android led tv 32'' smart app loaded,Contact no. please check listing images  call me now for best offers  New imported Panel Led Tv's  All Types Size Led Tv Available  32'' Smart android frameless Rs. 11999  43'' Smart android frameless Rs. 17999  50'' Smart android frameless Rs. 26999  1 year warranty  Home Delivery Available  Same Day Delivery  Cash On Delivery available  Shipping Charge EXTRA,2021-09-10T12:17:26+0000,"₹ 9,999"
42'' Ultra hd Hd Brand new Led tv [ Mega weekend offer ] call now,Contact no. please check listing images  call me now for best offers  New imported Panel Led aTv's  All Types Size Led Tv Available  32'' Smart android frameless Rs. 11999  43'' Smart android frameless Rs. 17999  50'' Smart android frameless Rs. 26999  1 year warranty  Home Delivery Available  Same Day Delivery  Cash On Delivery available  Shipping Charge EXTRA,2021-09-18T06:09:49+0000,"₹ 11,499"
Normal Sony panel.  24 inch LED TV,:  New box pack   : picture Best                   :  amazing  sound   :  all  sizes available 24to 55inch      :  bank account transfer  :   credit debit card accepted     :  one year warranty 1st two months replacement with bill         :   kashish enterprise   :     quality  best              : USB cable  :   HDMI port                           : HD quality,2021-09-23T05:45:55+0000,"₹ 7,200"
Brand new 40 inches 4k resolution LED TV [ Monsoon Special sale ],Contact no. please check listing images  call me now for best offers  New imported Panel Led Tv's  All Types Size Led Tv Available  32'' Smart android frameless Rs. 11999  43'' Smart android frameless Rs. 17999  50'' Smart android frameless Rs. 26999  1 year warranty  Home Delivery Available  Same Day Delivery  Cash On Delivery available  Shipping Charge EXTRA,2021-09-23T05:42:55+0000,"₹ 11,499"
40 inches Smart Brand new LED TV [ Monsoon Special sale ] 1 yr wrnty,Contact no. please check listing images  call me now for best offers  New imported Panel Led Tv's  All Types Size Led Tv Available  32'' Smart android frameless Rs. 11999  43'' Smart android frameless Rs. 17999  50'' Smart android frameless Rs. 26999  1 year warranty  Home Delivery Available  Same Day Delivery  Cash On Delivery available  Shipping Charge EXTRA,2021-09-23T05:41:06+0000,"₹ 12,499"
Smart 4k led tv 42'' ultra hd { Weekend Dhamaka Sale } onsite warranty,Contact no. please check listing images  call me now for best offers  New imported Panel Led Tv's  All Types Size Led Tv Available  32'' Smart android frameless Rs. 11999  43'' Smart android frameless Rs. 17999  50'' Smart android frameless Rs. 26999  1 year warranty  Home Delivery Available  Same Day Delivery  Cash On Delivery available  Shipping Charge EXTRA,2021-09-23T05:38:29+0000,"₹ 12,499"
32 inches smart 4k led tv { Weekenad Dhamaka Sale } onsite warranty,Contact no. please check listing images  call me now for best offers  New imported Panel Led Tv's  All Types Size Led Tv Available  32'' Smart android frameless Rs. 11999  43'' Smart android frameless Rs. 17999  50'' Smart android frameless Rs. 26999  1 year warranty  Home Delivery Available  Same Day Delivery  Cash On Delivery available  Shipping Charge EXTRA,2021-09-23T05:37:36+0000,"₹ 9,999"
EK LED SONY 36 inch screen Full HD top model,Ek LED SONY 36 inch screen Full HD top model,2021-09-23T05:23:31+0000,"₹ 5,500"
42 inch smart 4K UHD Brand new LED TV 2021 MODEL +Monsoon mega sale,"WE ARE OFFERING LOWEST PRICE OF SMART LED TV PRICE JUST AT 11,499 Only/-  15 Outlets In Delhi NCR  Thin Bezel Frame IPS 4K A+ Grade panel Smooth User Interface Easy Screencast Over WiFi Download and Updates Apps Google Android Operating system.  24 inch LED NORMAL TV  32 inch LED NORMAL TV  32 inch LED SMART TV  40 inch SMART TV  50 inch SMART TV  55 inch SMART TV  2 HDMI  2 AV  2 USB  1 VGA  SMART TV  YOUTUBE  NETFLIX  HOTSTAR  AMAZON PRIME AND MORE  => Fully sanitised Outlets and Fully sanitised Stores  => 15 Outlets In Delhi NCR",2021-09-23T05:20:13+0000,"₹ 13,999"
"42 inches Smart Android Ultra HD LED TV [] Lightweight , box packed","WE ARE OFFERING LOWEST PRICE OF SMART LED TV PRICE JUST AT 11,499 Only/-  15 Outlets In Delhi NCR  Thin Bezel Frame IPS 4K A+ Grade panel Smooth User Interface Easy Screencast Over WiFi Download and Updates Apps Google Android Operating system.  24 inch LED NORMAL TV  32 inch LED NORMAL TV  32 inch LED SMART TV  40 inch SMART TV  50 inch SMART TV  55 inch SMART TV  2 HDMI  2 AV  2 USB  1 VGA  SMART TV  YOUTUBE  NETFLIX  HOTSTAR  AMAZON PRIME AND MORE  => Fully sanitised Outlets and Fully sanitised Stores  => 15 Outlets In Delhi NCR",2021-09-23T05:15:32+0000,"₹ 13,999"
32 inch slim design Full HD LED TV [ great performance ] Call now,"WE ARE OFFERING LOWEST PRICE OF SMART LED TV PRICE JUST AT 11,499 Only/-  15 Outlets In Delhi NCR  Thin Bezel Frame IPS 4K A+ Grade panel Smooth User Interface Easy Screencast Over WiFi Download and Updates Apps Google Android Operating system.  24 inch LED NORMAL TV  32 inch LED NORMAL TV  32 inch LED SMART TV  40 inch SMART TV  50 inch SMART TV  55 inch SMART TV  2 HDMI  2 AV  2 USB  1 VGA  SMART TV  YOUTUBE  NETFLIX  HOTSTAR  AMAZON PRIME AND MORE  => Fully sanitised Outlets and Fully sanitised Stores  => 15 Outlets In Delhi NCR",2021-09-23T05:14:50+0000,"₹ 11,499"
50 inches Smart Ultra HD Brand new LED TV ( Great Features Loaded ),"WE ARE OFFERING LOWEST PRICE OF SMART LED TV PRICE JUST AT 11,499 Only/-  15 Outlets In Delhi NCR  Thin Bezel Frame IPS 4K A+ Grade panel Smooth User Interface Easy Screencast Over WiFi Download and Updates Apps Google Android Operating system.  24 inch LED NORMAL TV  32 inch LED NORMAL TV  32 inch LED SMART TV  40 inch SMART TV  50 inch SMART TV  55 inch SMART TV  2 HDMI  2 AV  2 USB  1 VGA  SMART TV  YOUTUBE  NETFLIX  HOTSTAR  AMAZON PRIME AND MORE  => Fully sanitised Outlets and Fully sanitised Stores  => 15 Outlets In Delhi NCR",2021-09-23T05:11:03+0000,"₹ 22,999"
Tv with Airtel Set up box and antena,"Tv 32"""" , also buyed it second hand ,  We have tv , Airtel setup box with remote and anteena. You can come to my house and have a look . And then buy.",2021-09-23T05:07:34+0000,"₹ 6,000"
32 Inch smart Sony panel LED TV,All size available 24 to 55 inch  One year warranty two months replacement with bill  Len port    4K Sapported Updated version      HD quality          USB cable Full screen TV              HDMI port  Bank account transfer Credit debit card accepted Flat screen TV High resolution video Visit have free live demo  Quality best 7 days open      WiFi connection good,2021-09-23T04:02:24+0000,"₹ 10,000"
Wolfram mono amplifer W7500,"Wolfram mono amps 7500rms Specifications:  RMS Power @ 1 Ohm : 9,000 Watts x 1 Channel (16.0v)  RMS Power @ 1 Ohm : 7,500 Watts x 1 Channel (14.4v)  RMS Power @ 2 Ohms : 4,000 Watts x 1 Channels (14.4v)  RMS Power @ 4 Ohms : 1,800 Watts x 1 Channels (14.4v)  RMS Power @ 2 Ohms (Linked) :  15,000 Watts x 1 Channel (14.4v)  Frequency Response : 10hz~350hz (+/-1db)  Working Voltage : 10V-16V  Signal-to-Noise Ratio (Sensitivity) : &gt;90dB  Efficiency @ 4 Ohms : 86%  Low Level Input (Gain) : 8V - 200mV  Low Pass Filter : 30Hz - 250Hz  Bass Boost : 0 ~ 12 dB  Subsonic Filter : 10Hz - 60Hz  Phase Shift : 0-180 Degrees  4-Way Protection Circuitry Built-in (Thermal, Voltage, Speaker, DC)  LED Power & Protection Indicators  Master / Slave (Strap) : Yes  LINK MODE  Recommended Fuse Rating : 1,000 Amps  Dual 1/0 Gauge Power and Ground Terminal Inputs  Dimensions: 9.5&quot;W x 30.5&quot;L x 3&quot;H",2021-09-23T04:01:16+0000,"₹ 2,70,000"
LG XD picture tv,This is picture tv in excellent condition with wooden tv trolly .,2021-09-23T06:53:04+0000,"₹ 6,000"
Brand new ultra hd LED TV ( Monsoon dhamaka offer ) 32'' android 9.0,Contact no. please check listing images  call me now for best offers  New imported Panel Led Tv's  All Types Size Led Tv Available  32'' Smart android frameless Rs. 11999  43'' Smart android frameless Rs. 17999  50'' Smart android frameless Rs. 26999  1 year warranty  Home Delivery Available  Same Day Delivery  Cash On Delivery available  Shipping Charge EXTRA,2021-09-23T06:53:00+0000,"₹ 9,999"
Brand new 42'' ips panel Full HD LED TV ( Monsoon dhamaka offer ),Contact no. please check listing images  call me now for best offers  New imported Panel Led Tv's  All Types Size Led Tv Available  32'' Smart android frameless Rs. 11999  43'' Smart android frameless Rs. 17999  50'' Smart android frameless Rs. 26999  1 year warranty  Home Delivery Available  Same Day Delivery  Cash On Delivery available  Shipping Charge EXTRA,2021-09-23T06:51:45+0000,"₹ 11,499"
32 inches Full HD Brand new Smart LED TV ( Monsoon dhamaka offer ),Contact no. please check listing images  call me now for best offers  New imported Panel Led Tv's  All Types Size Led Tv Available  32'' Smart android frameless Rs. 11999  43'' Smart android frameless Rs. 17999  50'' Smart android frameless Rs. 26999  1 year warranty  Home Delivery Available  Same Day Delivery  Cash On Delivery available  Shipping Charge EXTRA,2021-09-23T06:50:09+0000,"₹ 9,999"
[ Monsoon Special sale ] 32 inch ultra hd led tv // ips panel,Contact no. please check listing images  call me now for best offers  New imported Panel Led Tv's  All Types Size Led Tv Available  32'' Smart android frameless Rs. 11999  43'' Smart android frameless Rs. 17999  50'' Smart android frameless Rs. 26999  1 year warranty  Home Delivery Available  Same Day Delivery  Cash On Delivery available  Shipping Charge EXTRA,2021-09-23T06:48:19+0000,"₹ 8,999"
Brand new LED TV [ Monsoon Special sale ] 32'' android smart led tv,Contact no. please check listing images  call me now for best offers  New imported Panel Led Tv's  All Types Size Led Tv Available  32'' Smart android frameless Rs. 11999  43'' Smart android frameless Rs. 17999  50'' Smart android frameless Rs. 26999  1 year warranty  Home Delivery Available  Same Day Delivery  Cash On Delivery available  Shipping Charge EXTRA,2021-09-23T06:46:52+0000,"₹ 9,999"
32 inches Fully Smart Led tv [ Slim design + Dolby sound ] Buy now,Contact no. please check listing images  call me now for best offers  New imported Panel Led aTv's  All Types Size Led Tv Available  32'' Smart android frameless Rs. 11999  43'' Smart android frameless Rs. 17999  50'' Smart android frameless Rs. 26999  1 year warranty  Home Delivery Available  Same Day Delivery  Cash On Delivery available  Shipping Charge EXTRA,2021-09-16T10:25:05+0000,"₹ 9,999"
Brand new Android 32 led tv uhd Led tv [ Mega discount weekend offer ],Contact no. please check listing images  call me now for best offers  New imported Panel Led aTv's  All Types Size Led Tv Available  32'' Smart android frameless Rs. 11999  43'' Smart android frameless Rs. 17999  50'' Smart android frameless Rs. 26999  1 year warranty  Home Delivery Available  Same Day Delivery  Cash On Delivery available  Shipping Charge EXTRA,2021-09-18T06:11:58+0000,"₹ 9,999"
4K UHD 2021 model Led tv // Weekend Special offer // all size availabl,Contact no. please check listing images  call me now for best offers  New imported Panel Led aTv's  All Types Size Led Tv Available  32'' Smart android frameless Rs. 11999  43'' Smart android frameless Rs. 17999  50'' Smart android frameless Rs. 26999  1 year warranty  Home Delivery Available  Same Day Delivery  Cash On Delivery available  Shipping Charge EXTRA,2021-09-18T06:05:07+0000,"₹ 8,499"
Flat  screen   42 inch  android Sony panel,Internet connection  Best video                     quality Best                  sound quality  All sizes available 24to 55inch              Bank account transfer           Cradit debit card accepted   HD quality               USB cable              HDMI port                   Len port   One year Warranty1st two months replacement with bill               Updated version          4k supported     Visit and have free live demo,2021-09-23T06:39:21+0000,"₹ 12,000"
Android Sony panel TV   // 32 inch LED TV,High speed internet connection                Best video              Kashish Enterprises                   HD quality      All sizes available 24to 55inch               HD quality                USB cable               HDMI port   One year Warranty1st two months replacement with bill           Flat screen TV             Len port          Full screen TV   Bank account transfer         Cradit debit card accepted           Quality best  4k supported quality,2021-09-23T06:34:23+0000,"₹ 10,000"
42. Inch   android Sony panel TV,All sizes available 24to 55inch          Flat screen TV                       Len port  HDMI port           USB cable      Visit and have free live demo         Bank account transfer         Cradit debit card accepted     One year Warranty1st two months replacement with bill               HD quality        High resolution video                          Sound good   4k supported quality,2021-09-23T06:29:15+0000,"₹ 12,000"
32&quot; 40&quot; 43&quot; 50&quot; 55&quot; SMART LED TV,"* 1 Yr onsite warranty  * Home Delivery Available  * Ultra Sleek Frame  * Limited stock special offer for u  * All 18"" to 65 "" inch led tv available  * Super sound quality  * FREE HOMETHEATRE  * Best version supported file  * Dolby sound with subwoofer  * Visit today  * live demo available  * PAYMENT MODE : CASH / TRANSFER  WELCOME ENTERPRISES",2021-09-23T06:28:17+0000,"₹ 9,000"
Philps 5.1 home theatre,Philps 5.1 home theatre,2021-09-23T06:27:43+0000,"₹ 3,000"
LOWEST PRICE LED TV AVAILABLE,"OFFER LOWEST PRICE SMART & NON SMART LED TV   SPECIAL DEAL OFFER AVAILABLE  SIZE 18 inch 20 inch 22 inch 24 inch 32"" FULL HD 32"" SMART  32"" SMART FRAMLESS 40"" FULL HD 40"" SMART  40"" SMART VOICE COMMAND 43"" SMART 43"" SMART FRAMLESS 50"" SMART 50"" SMART VOICE COMMAND 50"" FRAMLESS 4K 55"" SMART 4K 55"" SMART 4K FRAMLESS 65"" SILVER PANEL SMART 4K 65"" SMART FRAMLESS 4K   WELCOME ENTERPRISES",2021-09-23T06:26:21+0000,"₹ 3,500"
WHOLESALE PRICE LED TV AVAILABLE,"OFFER LOWEST PRICE SMART & NON SMART LED TV   SPECIAL DEAL OFFER AVAILABLE   SIZE 17 inch 19 inch 21 inch 24 inch 32"" FULL HD 32"" SMART  32"" SMART FRAMLESS 40"" FULL HD 40"" SMART  40"" SMART VOICE COMMAND 43"" SMART 43"" SMART FRAMLESS 50"" SMART 50"" SMART VOICE COMMAND 50"" FRAMLESS 4K 55"" SMART 4K 55"" SMART 4K FRAMLESS 65"" SILVER PANEL SMART 4K 65"" SMART FRAMLESS 4  WELCOME ENTERPRISES",2021-09-23T06:25:59+0000,"₹ 3,500"
Samsung TV 24 inches with remote,Urgently selling my Samsung TV with remote. Hardly used for few months. Excellent condition and 100% perfect display.,2021-09-23T06:20:32+0000,"₹ 2,500"
40 inches smart UHD Brand new LED TV { master series } Buy now sale,"WE ARE OFFERING LOWEST PRICE OF SMART LED TV PRICE JUST AT 11,499 Only/-  15 Outlets In Delhi NCR  Thin Bezel Frame IPS 4K A+ Grade panel Smooth User Interface Easy Screencast Over WiFi Download and Updates Apps Google Android Operating system.  24 inch LED NORMAL TV  32 inch LED NORMAL TV  32 inch LED SMART TV  40 inch SMART TV  50 inch SMART TV  55 inch SMART TV  2 HDMI  2 AV  2 USB  1 VGA  SMART TV  YOUTUBE  NETFLIX  HOTSTAR  AMAZON PRIME AND MORE  => Fully sanitised Outlets and Fully sanitised Stores  => 15 Outlets In Delhi NCR",2021-09-23T06:09:44+0000,"₹ 13,999"
42 inches Box packed Smart android LED TV { latest 2021 model ] buynow,"WE ARE OFFERING LOWEST PRICE OF SMART LED TV PRICE JUST AT 11,499 Only/-  15 Outlets In Delhi NCR  Thin Bezel Frame IPS 4K A+ Grade panel Smooth User Interface Easy Screencast Over WiFi Download and Updates Apps Google Android Operating system.  24 inch LED NORMAL TV  32 inch LED NORMAL TV  32 inch LED SMART TV  40 inch SMART TV  50 inch SMART TV  55 inch SMART TV  2 HDMI  2 AV  2 USB  1 VGA  SMART TV  YOUTUBE  NETFLIX  HOTSTAR  AMAZON PRIME AND MORE  => Fully sanitised Outlets and Fully sanitised Stores  => 15 Outlets In Delhi NCR",2021-09-23T06:09:05+0000,"₹ 13,999"
Roland rubix 2i2 usb audio interface,Mint condition very less use one year old with Bill box interested people con. me - double eight two double six double nine one three one,2021-09-23T06:08:39+0000,"₹ 8,000"
